ID,Sales Segment,Global Region,Industry,Booking Date Date,Lead Source,Type,Reporting Type Reason,Stage Name,Source,Number of Employees,Is Customer (Yes / No),Created Date,Tenure Months,Total ARR
209,Emerging,EMEA,Internet Software & Services,2020-02-24,,Upgrade,Upgrade,Closed Won,,5,Yes,2020-02-24,11 Months,$14K
210,Emerging,NA,Internet Software & Services,2020-02-24,,Upgrade,Upgrade,Closed Won,,6,Yes,2020-02-21,31 Months,$2K
211,Emerging,NA,Computer Software,2020-02-22,,Upgrade,Upgrade,Closed Lost,,30,Yes,2020-01-23,60 Months,$2K
212,Emerging,NA,Internet Software & Services,2020-02-21,SalesLoft,New Deal,New,Closed Won,SalesLoft,,Yes,2020-02-19,60 Months,$6K
213,Emerging,EMEA,,2020-02-21,Website,New Deal,New,Closed Won,Website,,Yes,2019-11-26,11 Months,$35K
214,Emerging,Unknown,,2020-02-21,,New Deal,New,Closed Lost,,,No,2020-02-11,4 Months,$12K
215,SMB,NA,Computer Software,2020-02-21,,Upgrade,Upgrade,Closed Won,,27,Yes,2020-02-19,60 Months,$2K
216,Emerging,APAC,,2020-02-21,,New Deal,New,Closed Won,,,Yes,2020-01-30,47 Months,$21K
217,Emerging,EMEA,"Hotels, Restaurants & Leisure",2020-02-21,,Upgrade,Upgrade,Closed Won,,50,Yes,2020-01-28,11 Months,$2K
218,Emerging,EMEA,,2020-02-21,,New Deal,New,Closed Won,,,Yes,2020-01-24,11 Months,$9K
219,Mid-Market,NA,Internet Software & Services,2020-02-21,,New Deal,New,Closed Won,,30,Yes,2020-02-07,39 Months,$9K
220,Emerging,NA,,2020-02-21,,Upgrade,Upgrade,Closed Won,,,Yes,2020-02-20,31 Months,$1K
221,Mid-Market,NA,Internet Software & Services,2020-02-21,,Upgrade,Upgrade,Closed Won,,350,Yes,2020-01-28,39 Months,$4K
222,Emerging,NA,,2020-02-21,,New Deal,New,Closed Won,,,Yes,2020-02-04,58 Months,$8K
223,SMB,NA,Professional Services,2020-02-21,,Upgrade,Upgrade,Closed Won,,134,Yes,2020-02-21,60 Months,$1K
224,Emerging,NA,,2020-02-21,,Upgrade,Upgrade,Closed Won,,,Yes,2020-02-18,4 Months,$5K
225,Emerging,NA,Internet Software & Services,2020-02-21,,Upgrade,Upgrade,Closed Won,,12,Yes,2020-02-19,60 Months,$2K
226,Emerging,NA,,2020-02-21,Outbound,New Deal,New,Closed Won,Outbound,13,Yes,2020-01-03,4 Months,$4K
227,Emerging,NA,Internet Software & Services,2020-02-20,,Upgrade,Upgrade,Closed Won,,11,Yes,2020-02-19,7 Months,$2K
228,Emerging,NA,Consulting,2020-02-20,,Upgrade,Upgrade,Closed Won,,30,Yes,2020-02-19,60 Months,$2K
229,Enterprise,NA,Internet,2020-02-20,,Upgrade,Upgrade,Closed Won,,201,Yes,2020-02-19,4 Months,$5K
230,Emerging,NA,Financial Services,2020-02-20,,Upgrade,Upgrade,Closed Won,,75,Yes,2020-02-14,7 Months,-$432.00
231,Emerging,NA,Internet,2020-02-20,,Upgrade,Upgrade,Closed Won,,55,Yes,2020-02-19,60 Months,$3K
232,SMB,NA,Professional Services,2020-02-20,Events,New Deal,New,Closed Lost,Events,75,No,2019-11-25,7 Months,$8K
233,SMB,NA,Internet Software & Services,2020-02-20,,Upgrade,Upgrade,Closed Won,,201,Yes,2020-02-14,60 Months,$4K
234,Emerging,NA,,2020-02-20,,Upgrade,Upgrade,Closed Won,,160,Yes,2020-02-18,47 Months,$0.00
235,Mid-Market,NA,,2020-02-20,Events,New Deal,New,Closed Won,Events,,Yes,2020-02-10,39 Months,$10K
236,Enterprise,NA,Internet,2020-02-20,Web,Upgrade,Upgrade,Closed Won,Web,201,Yes,2020-02-06,4 Months,$8K
237,Emerging,EMEA,Technology,2020-02-20,,Upgrade,Upgrade,Closed Won,,140,Yes,2020-02-20,11 Months,$19K
238,Emerging,NA,Internet Software & Services,2020-02-20,,Billing Transfer,Billing Transfer,Closed Won,,31,Yes,2020-02-20,42 Months,$8K
239,Emerging,NA,Internet Software & Services,2020-02-20,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,19,Yes,2020-02-12,4 Months,$4K
240,SMB,NA,Internet Software & Services,2020-02-19,,Upgrade,Upgrade,Closed Won,,319,Yes,2020-02-13,31 Months,$3K
241,Emerging,NA,,2020-02-19,,New Deal,New,Disqualified,,,No,2019-11-21,47 Months,$8K
242,Emerging,NA,,2020-02-19,Outbound,New Deal,New,Closed Lost,Outbound,,No,2019-12-18,38 Months,$8K
243,Emerging,NA,Health Care,2020-02-19,,Upgrade,Upgrade,Closed Won,,15,Yes,2020-02-13,60 Months,$3K
244,Emerging,NA,Professional Services,2020-02-19,Social Ads,New Deal,New,Closed Won,Social Ads,11,No,2020-02-10,4 Months,$2K
245,Emerging,Unknown,,2020-02-19,Outbound,New Deal,New,Closed Won,Outbound,,Yes,2020-02-12,47 Months,$3K
246,Enterprise,NA,Internet Software & Services,2020-02-19,,Upgrade,Upgrade,Closed Won,,"10,001",Yes,2019-08-05,15 Months,$17K
247,SMB,NA,Services,2020-02-19,,Upgrade,Upgrade,Closed Won,,"6,000",Yes,2020-02-13,31 Months,$4K
248,Emerging,NA,Internet Software & Services,2020-02-18,,Upgrade,Upgrade,Closed Won,,41,Yes,2020-02-17,60 Months,$4K
249,Emerging,NA,Hospitals & Clinics,2020-02-18,,New Deal,New,Closed Won,,32,Yes,2020-02-13,38 Months,$6K
250,SMB,NA,Internet Software & Services,2020-02-18,,Upgrade,Upgrade,Closed Won,,0,Yes,2020-02-17,4 Months,$3K
251,Emerging,Unknown,Computer Software,2020-02-18,,New Deal,New,Closed Won,,,Yes,2020-02-11,58 Months,$2K
252,Mid-Market,NA,Insurance,2020-02-18,,Upgrade,Upgrade,Closed Won,,"1,000",Yes,2020-02-17,39 Months,$4K
253,SMB,NA,Internet Software & Services,2020-02-18,,Upgrade,Upgrade,Closed Won,,105,Yes,2020-02-18,60 Months,$4K
254,Emerging,Unknown,Professional Training and Coaching,2020-02-18,,Upgrade,Upgrade,Closed Won,,,Yes,2020-02-13,7 Months,$3K
255,Emerging,NA,Internet Software & Services,2020-02-18,Google Ad,Upgrade,Upgrade,Closed Won,Google Ad,,Yes,2020-02-14,38 Months,$4K
256,SMB,NA,Internet Software & Services,2020-02-17,,Upgrade,Upgrade,Closed Won,,350,Yes,2020-02-14,60 Months,$2K
257,Enterprise,NA,Commercial Printing,2020-02-17,,Upgrade,Upgrade,Closed Won,,"6,600",Yes,2020-02-07,15 Months,-$900.00
258,Emerging,NA,Internet Software & Services,2020-02-17,,Upgrade,Upgrade,Closed Won,,,Yes,2020-02-14,47 Months,$1K
259,Emerging,NA,,2020-02-17,,New Deal,New,Closed Won,,,Yes,2020-02-07,58 Months,$4K
260,Emerging,EMEA,Internet Software & Services,2020-02-17,Website,New Deal,New,Closed Won,Website,70,Yes,2019-11-27,11 Months,$11K
261,Emerging,EMEA,Professional Services,2020-02-17,,Upgrade,Upgrade,Closed Won,,19,Yes,2020-02-17,11 Months,$2K
262,SMB,NA,Professional Services,2020-02-16,,Upgrade,Upgrade,Disqualified,,292,Yes,2020-01-17,60 Months,$11K
263,SMB,NA,Pharmaceuticals,2020-02-15,Events,Upgrade,Upgrade,Closed Lost,Events,210,Yes,2019-12-03,7 Months,$1K
264,Emerging,EMEA,,2020-02-14,,New Deal,New,Closed Won,,,Yes,2020-01-17,38 Months,$4K
265,Emerging,NA,,2020-02-14,,Upgrade,Upgrade,Disqualified,,,Yes,2020-01-15,47 Months,$3K
266,SMB,EMEA,Internet Software & Services,2020-02-14,,Upgrade,Upgrade,Closed Won,,60,Yes,2020-02-13,47 Months,$1K
267,Emerging,NA,Internet Software & Services,2020-02-14,,Upgrade,Upgrade,Closed Won,,50,Yes,2020-02-10,38 Months,$6K
268,SMB,NA,Computer Software,2020-02-14,,Upgrade,Upgrade,Closed Won,,62,Yes,2020-02-04,47 Months,$14K
269,Emerging,NA,Software,2020-02-14,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,35,Yes,2020-02-10,58 Months,$6K
270,Emerging,NA,Telecommunications,2020-02-14,,Upgrade,Upgrade,Closed Won,,150,Yes,2020-02-13,38 Months,$4K
271,SMB,NA,Internet Software & Services,2020-02-14,,Upgrade,Upgrade,Closed Won,,50,Yes,2020-02-11,60 Months,$5K
272,Emerging,NA,Internet,2020-02-14,,Upgrade,Upgrade,Closed Won,,"120,210",Yes,2020-02-14,7 Months,$3K
273,Emerging,NA,Internet Software & Services,2020-02-14,,Upgrade,Upgrade,Closed Won,,20,Yes,2020-02-13,47 Months,$3K
274,SMB,NA,Professional Services,2020-02-14,,Upgrade,Upgrade,Disqualified,,201,Yes,2020-01-08,47 Months,$9K
275,SMB,NA,Internet Software & Services,2020-02-14,,Upgrade,Upgrade,Disqualified,,133,Yes,2020-01-31,60 Months,$1K
276,SMB,NA,Professional Services,2020-02-14,,New Deal,New,Closed Lost,,210,No,2020-01-16,7 Months,$25K
277,Emerging,NA,,2020-02-14,,Upgrade,Upgrade,Closed Won,,,Yes,2020-02-13,58 Months,$2K
278,Emerging,EMEA,Computer Networking,2020-02-14,,Upgrade,Upgrade,Closed Won,,,Yes,2020-01-30,11 Months,$5K
279,Emerging,NA,Consulting,2020-02-14,,Upgrade,Upgrade,Closed Won,,50,Yes,2020-02-04,31 Months,-$480.00
280,Emerging,EMEA,Internet Software & Services,2020-02-14,,Upgrade,Upgrade,Closed Won,,12,Yes,2020-02-14,11 Months,$4K
281,Emerging,NA,Internet Software & Services,2020-02-13,,Upgrade,Upgrade,Closed Won,,33,Yes,2020-01-21,60 Months,$3K
282,SMB,NA,Internet Software & Services,2020-02-13,,Upgrade,Upgrade,Closed Won,,17,Yes,2020-01-31,7 Months,$9K
283,SMB,EMEA,Consumer Discretionary,2020-02-13,,Upgrade,Upgrade,Disqualified,,45,Yes,2020-01-07,11 Months,$12K
284,Emerging,NA,Internet Software & Services,2020-02-13,,Upgrade,Upgrade,Closed Lost,,48,Yes,2020-01-14,60 Months,-$959.99
285,SMB,NA,Professional Services,2020-02-13,,Upgrade,Upgrade,Closed Won,,50,Yes,2020-02-12,31 Months,$6K
286,Emerging,NA,Internet Software & Services,2020-02-13,Datahug,New Deal,New,Closed Won,Datahug,,Yes,2019-12-17,4 Months,$11K
287,Emerging,NA,Media,2020-02-13,,Upgrade,Upgrade,Closed Won,,125,Yes,2019-12-17,4 Months,$2K
288,Mid-Market,NA,Internet Software & Services,2020-02-13,Website,New Deal,New,Closed Won,Website,679,Yes,2019-09-10,39 Months,$8K
289,SMB,NA,Internet Software & Services,2020-02-13,Data Vendor,New Deal,New,Closed Won,Data Vendor,51,Yes,2019-11-26,39 Months,$38K
290,Emerging,NA,Information Technology & Services,2020-02-12,,Upgrade,Upgrade,Closed Won,,50,Yes,2020-02-11,47 Months,$2K
291,Emerging,NA,Internet,2020-02-12,,Upgrade,Upgrade,Closed Won,,20,Yes,2020-02-12,31 Months,$1K
292,Emerging,NA,Internet,2020-02-12,,Upgrade,Upgrade,Closed Won,,"120,210",Yes,2020-02-11,7 Months,$4K
293,Mid-Market,NA,Services,2020-02-12,Web,New Deal,New,Closed Lost,Web,"1,084",No,2019-04-01,23 Months,$36K
294,SMB,NA,Internet Software & Services,2020-02-12,,Upgrade,Upgrade,Closed Won,,38,Yes,2020-02-12,60 Months,$1K
295,SMB,NA,Internet Software & Services,2020-02-12,,Upgrade,Upgrade,Closed Won,,100,Yes,2020-02-07,4 Months,$2K
296,SMB,EMEA,,2020-02-12,,Upgrade,Upgrade,Closed Won,,155,Yes,2020-02-11,7 Months,$5K
297,Emerging,NA,Internet Software & Services,2020-02-12,,Upgrade,Upgrade,Closed Won,,26,Yes,2020-02-11,47 Months,$4K
298,Emerging,NA,Internet Software & Services,2020-02-12,,Upgrade,Upgrade,Closed Won,,16,Yes,2020-02-10,4 Months,$2K
299,Emerging,NA,Internet Software & Services,2020-02-11,,Upgrade,Upgrade,Closed Won,,,Yes,2020-02-10,31 Months,$6K
300,SMB,NA,Internet Software & Services,2020-02-11,,Upgrade,Upgrade,Closed Won,,120,Yes,2020-02-10,7 Months,$0.00
301,Emerging,EMEA,,2020-02-11,,Upgrade,Upgrade,Closed Won,,,Yes,2020-02-06,11 Months,$1K
302,Emerging,NA,Internet Software & Services,2020-02-11,,Upgrade,Upgrade,Closed Won,,5,Yes,2020-02-10,60 Months,$5K
303,Emerging,NA,Consulting,2020-02-11,ZoomInfo,New Deal,New,Closed Won,ZoomInfo,57,Yes,2020-02-07,4 Months,$3K
304,SMB,NA,"Hotels, Restaurants & Leisure",2020-02-11,,Upgrade,Upgrade,Closed Won,,175,Yes,2020-01-13,39 Months,$18K
305,SMB,NA,Internet Software & Services,2020-02-11,,Upgrade,Upgrade,Closed Won,,18,Yes,2020-02-06,60 Months,-$672.00
306,Emerging,NA,Internet Software & Services,2020-02-11,,Upgrade,Upgrade,Closed Won,,,Yes,2020-02-04,60 Months,$2K
307,SMB,NA,Consulting,2020-02-10,,Upgrade,Upgrade,Closed Won,,82,Yes,2019-12-03,31 Months,$1K
308,SMB,NA,Real Estate,2020-02-10,,Upgrade,Upgrade,Closed Won,,5,Yes,2020-01-31,47 Months,$3K
309,SMB,NA,Internet Software & Services,2020-02-10,,Upgrade,Upgrade,Closed Won,,230,Yes,2020-02-06,60 Months,$2K
310,SMB,NA,Internet Software & Services,2020-02-10,,Upgrade,Upgrade,Closed Won,,51,Yes,2020-01-29,47 Months,$4K
311,Emerging,NA,Internet Software & Services,2020-02-10,,Upgrade,Upgrade,Closed Won,,6,Yes,2020-02-10,31 Months,$2K
312,Emerging,NA,Internet Software & Services,2020-02-10,,Upgrade,Upgrade,Closed Won,,70,Yes,2020-02-10,31 Months,$2K
313,Emerging,NA,,2020-02-10,,Upgrade,Upgrade,Closed Won,,,Yes,2020-02-10,58 Months,$2K
314,SMB,EMEA,Internet Software & Services,2020-02-10,,Upgrade,Upgrade,Closed Won,,51,Yes,2020-02-10,31 Months,$5K
315,Enterprise,NA,Professional Services,2020-02-10,,New Deal,New,Closed Won,,930,Yes,2020-02-06,7 Months,$2K
316,Emerging,NA,Internet Software & Services,2020-02-10,,Upgrade,Upgrade,Closed Won,,61,Yes,2020-02-07,47 Months,$0.00
317,Emerging,NA,Internet Software & Services,2020-02-10,Website,New Deal,New,Closed Won,Website,,Yes,2020-02-03,4 Months,$6K
318,Emerging,NA,Internet Software & Services,2020-02-10,,Upgrade,Upgrade,Closed Won,,,Yes,2020-02-07,47 Months,$3K
319,Emerging,EMEA,Consulting,2020-02-10,Google Natural Search,New Deal,New,Closed Won,Google Natural Search,10,Yes,2020-02-10,11 Months,$4K
320,SMB,EMEA,Internet Software & Services,2020-02-10,,Upgrade,Upgrade,Closed Won,,75,Yes,2020-02-03,60 Months,$6K
321,Emerging,NA,Internet Software & Services,2020-02-10,,Upgrade,Upgrade,Closed Won,,54,Yes,2020-02-07,31 Months,-$900.00
322,Emerging,NA,Capital Markets,2020-02-10,,Upgrade,Upgrade,Closed Won,,100,Yes,2020-02-07,31 Months,$3K
323,Enterprise,NA,Diversified Telecommunication Services,2020-02-10,,Upgrade,Upgrade,Disqualified,,"4,000",Yes,2019-12-03,15 Months,$2K
324,SMB,NA,Internet Software & Services,2020-02-08,,Upgrade,Upgrade,Closed Lost,,200,Yes,2020-01-09,47 Months,$23K
325,Emerging,NA,Biotechnology,2020-02-08,,Upgrade,Upgrade,Disqualified,,32,Yes,2020-01-09,60 Months,$2K
326,Mid-Market,NA,Professional Services,2020-02-08,,Upgrade,Upgrade,Disqualified,,750,Yes,2019-12-23,15 Months,$1K
327,SMB,NA,Internet Software & Services,2020-02-07,,Upgrade,Upgrade,Closed Won,,66,Yes,2020-02-06,7 Months,$2K
328,Emerging,NA,Internet Software & Services,2020-02-07,,Upgrade,Upgrade,Closed Won,,30,Yes,2020-01-31,39 Months,$2K
329,Emerging,NA,Internet Software & Services,2020-02-07,Datahug,New Deal,New,Closed Won,Datahug,17,Yes,2020-01-16,58 Months,$8K
330,Emerging,LATAM,Internet Software & Services,2020-02-07,,Upgrade,Upgrade,Closed Won,,"1,750",Yes,2020-02-03,39 Months,$3K
331,Mid-Market,NA,Internet Software & Services,2020-02-07,Website,New Deal,New,Closed Lost,Website,611,No,2019-11-04,39 Months,$20K
332,SMB,NA,Internet Software & Services,2020-02-07,,Upgrade,Upgrade,Closed Lost,,160,Yes,2020-01-07,60 Months,$8K
333,SMB,EMEA,Internet Software & Services,2020-02-07,,New Deal,New,Closed Won,,10,Yes,2020-01-02,11 Months,$78K
334,Emerging,NA,Computer Software,2020-02-07,,Upgrade,Upgrade,Disqualified,,50,Yes,2020-01-08,60 Months,$0.00
335,Emerging,NA,Internet Software & Services,2020-02-07,,Upgrade,Upgrade,Closed Won,,6,Yes,2020-02-06,31 Months,$1K
336,Emerging,NA,Internet Software & Services,2020-02-07,,Upgrade,Upgrade,Closed Won,,12,Yes,2020-02-06,60 Months,$3K
337,Emerging,NA,Internet Software & Services,2020-02-07,,Upgrade,Upgrade,Closed Won,,40,Yes,2020-02-04,60 Months,$10K
338,Mid-Market,NA,Publishing,2020-02-07,,Billing Transfer,Billing Transfer,Closed Won,,60,No,2020-02-07,42 Months,$11K
339,Emerging,NA,Internet Software & Services,2020-02-06,,Upgrade,Upgrade,Closed Won,,32,Yes,2020-02-06,4 Months,$3K
340,Enterprise,NA,Professional Services,2020-02-06,,Upgrade,Upgrade,Closed Won,,833,Yes,2020-01-28,60 Months,$2K
341,Emerging,EMEA,,2020-02-06,,Upgrade,Upgrade,Closed Won,,,Yes,2020-02-03,11 Months,$2K
342,Emerging,NA,Computer Software,2020-02-06,,Upgrade,Upgrade,Closed Won,,10,Yes,2020-02-05,39 Months,$2K
343,Emerging,NA,Internet Software & Services,2020-02-06,,Upgrade,Upgrade,Closed Won,,9,Yes,2020-01-30,60 Months,$5K
344,Emerging,EMEA,Internet Software & Services,2020-02-06,,Upgrade,Upgrade,Closed Won,,30,Yes,2020-01-31,11 Months,$3K
345,Enterprise,NA,Professional Services,2020-02-06,Outbound,Upgrade,Upgrade,Closed Won,Outbound,"2,331",Yes,2019-12-19,15 Months,$30K
346,SMB,NA,Internet Software & Services,2020-02-06,,Upgrade,Upgrade,Closed Won,,0,Yes,2020-02-04,60 Months,-$900.05
347,Emerging,NA,,2020-02-06,,Upgrade,Upgrade,Closed Won,,,Yes,2020-02-03,31 Months,-$240.00
348,SMB,APAC,Internet Software & Services,2020-02-05,,Upgrade,Upgrade,Disqualified,,50,Yes,2020-01-06,60 Months,$2K
349,SMB,NA,Internet Software & Services,2020-02-04,,Upgrade,Upgrade,Closed Won,,157,Yes,2020-02-04,7 Months,$2K
350,SMB,NA,Research,2020-02-04,,Upgrade,Upgrade,Closed Won,,30,Yes,2020-02-03,7 Months,-$96.00
351,Emerging,APAC,,2020-02-04,Outbound,New Deal,New,Closed Won,Outbound,,Yes,2020-01-21,4 Months,$2K
352,Emerging,NA,Internet Software & Services,2020-02-04,,New Deal,New,Closed Won,,6,Yes,2020-01-31,31 Months,$4K
353,Emerging,NA,Internet Software & Services,2020-02-04,,Upgrade,Upgrade,Closed Won,,,Yes,2020-02-03,60 Months,-$864.00
354,SMB,NA,Internet Software & Services,2020-02-04,,Upgrade,Upgrade,Closed Won,,18,Yes,2020-02-04,60 Months,$8K
355,SMB,NA,Internet,2020-02-04,,New Deal,New,Closed Lost,,176,No,2020-01-13,31 Months,$18K
356,Emerging,NA,Internet Software & Services,2020-02-03,,Upgrade,Upgrade,Closed Won,,11,Yes,2020-01-29,60 Months,$1K
357,SMB,NA,Internet Software & Services,2020-02-03,,Upgrade,Upgrade,Closed Won,,218,Yes,2020-01-22,60 Months,$4K
358,SMB,EMEA,Internet Software & Services,2020-02-03,,Upgrade,Upgrade,Closed Won,,60,Yes,2020-01-31,47 Months,$1K
359,SMB,EMEA,Internet Software & Services,2020-02-03,,Upgrade,Upgrade,Closed Won,,107,Yes,2020-01-16,11 Months,$6K
360,Emerging,EMEA,Internet Software & Services,2020-02-03,Google Natural Search,New Deal,New,Closed Lost,Google Natural Search,30,No,2019-11-05,39 Months,$0.00
361,Emerging,EMEA,Software,2020-02-03,ZoomInfo,New Deal,New,Closed Lost,ZoomInfo,115,No,2019-11-12,11 Months,$11K
362,SMB,NA,Professional Services,2020-02-03,ZoomInfo,New Deal,New,Closed Lost,ZoomInfo,10,No,2019-11-08,31 Months,$2K
363,Emerging,NA,,2020-02-03,,New Deal,New,Closed Won,,,Yes,2020-01-08,58 Months,$5K
364,SMB,EMEA,Advertising,2020-02-03,Data Vendor,New Deal,New,Closed Lost,Data Vendor,125,No,2019-10-18,39 Months,$89K
365,Emerging,NA,Health Care Providers & Services,2020-02-03,,New Deal,,Closed Lost,,11,No,2019-10-24,7 Months,$14K
366,Emerging,NA,Computer Software,2020-02-03,,Upgrade,Upgrade,Closed Won,,150,Yes,2020-01-31,47 Months,$4K
367,Emerging,NA,Technology,2020-02-02,,Upgrade,Upgrade,Disqualified,,11,Yes,2019-11-07,31 Months,-$720.00
368,Emerging,NA,Internet Software & Services,2020-02-02,Website,New Deal,New,Closed Lost,Website,80,No,2019-09-03,31 Months,$8K
369,Mid-Market,NA,Internet,2020-02-02,,Upgrade,Upgrade,Closed Lost,,870,Yes,2019-11-19,31 Months,$6K
370,SMB,NA,Internet Software & Services,2020-02-01,Website,New Deal,New,Closed Lost,Website,50,No,2019-05-23,47 Months,$74K
371,Enterprise,EMEA,Health Care Providers & Services,2020-02-01,Outbound,New Deal,New,Closed Lost,Outbound,500,No,2018-03-13,11 Months,$0.00
372,Emerging,NA,Telecommunications,2020-02-01,,New Deal,New,Closed Lost,,25,No,2019-11-06,39 Months,$6K
373,SMB,NA,Logistics / Transportation,2020-02-01,Website,New Deal,,Closed Lost,Website,140,No,2019-07-31,47 Months,$13K
374,SMB,NA,Internet,2020-02-01,Events,New Deal,New,Closed Lost,Events,75,No,2019-06-03,47 Months,$67K
375,Enterprise,NA,Internet Software & Services,2020-02-01,Outbound,New Deal,New,Closed Lost,Outbound,"4,729",No,2017-12-14,15 Months,$0.00
376,SMB,NA,Media,2020-02-01,ZoomInfo,New Deal,New,Closed Lost,ZoomInfo,51,No,2020-01-06,47 Months,$5K
377,Emerging,NA,,2020-02-01,Events,New Deal,New,Closed Lost,Events,,No,2019-11-25,47 Months,$8K
378,Emerging,NA,,2020-02-01,,New Deal,,Closed Lost,,,No,2019-10-29,4 Months,$8K
379,Emerging,NA,,2020-02-01,,New Deal,New,Closed Lost,,,No,2019-09-17,47 Months,$23K
380,Emerging,NA,,2020-02-01,,New Deal,New,Closed Lost,,,No,2019-12-12,47 Months,$3K
381,Emerging,EMEA,Internet Software & Services,2020-02-01,Data Vendor,New Deal,New,Closed Lost,Data Vendor,10,No,2019-11-07,11 Months,$13K
382,Emerging,NA,Internet Software & Services,2020-02-01,,Upgrade,Upgrade,Closed Lost,,5,Yes,2020-01-09,60 Months,$4K
383,SMB,NA,Internet Software & Services,2020-01-31,,Upgrade,Upgrade,Disqualified,,205,Yes,2020-01-03,60 Months,$11K
384,Enterprise,NA,Internet Software & Services,2020-01-31,Datahug,Upgrade,Upgrade,Closed Won,Datahug,"9,372",Yes,2020-01-23,15 Months,$15K
385,Emerging,NA,E-Learning,2020-01-31,,Upgrade,Upgrade,Closed Lost,,29,Yes,2019-11-12,47 Months,$18K
386,SMB,NA,Internet Software & Services,2020-01-31,Outbound,New Deal,New,Closed Won,Outbound,90,Yes,2019-10-17,60 Months,$6K
387,SMB,NA,Internet Software & Services,2020-01-31,,Upgrade,Upgrade,Closed Won,,125,Yes,2019-11-13,39 Months,$9K
388,Emerging,NA,Internet Software & Services,2020-01-31,Datahug,Upgrade,Upgrade,Closed Lost,Datahug,30,Yes,2019-11-20,47 Months,-$720.00
389,Emerging,NA,Consulting,2020-01-31,Web,New Deal,New,Closed Won,Web,"1,620",Yes,2019-11-19,39 Months,$2K
390,Emerging,NA,Internet Software & Services,2020-01-31,ZoomInfo,New Deal,New,Closed Lost,ZoomInfo,50,No,2019-10-07,31 Months,$8K
391,Enterprise,NA,Internet Software & Services,2020-01-31,SalesLoft (Prospector),New Deal,New,Closed Won,SalesLoft (Prospector),"3,000",Yes,2019-10-02,15 Months,$55K
392,SMB,NA,Computer Software,2020-01-31,,Upgrade,Upgrade,Closed Won,,314,Yes,2020-01-28,39 Months,$7K
393,SMB,NA,Internet Software & Services,2020-01-31,,Upgrade,Upgrade,Closed Won,,30,Yes,2019-12-30,3 Months,$32K
394,Mid-Market,NA,Internet Software & Services,2020-01-31,,Upgrade,Upgrade,Closed Won,,535,Yes,2020-01-24,47 Months,$12K
395,Emerging,NA,,2020-01-31,,New Deal,New,Closed Won,,,Yes,2019-10-15,31 Months,$12K
396,SMB,NA,Internet Software & Services,2020-01-31,,Upgrade,Upgrade,Disqualified,,11,Yes,2019-12-13,60 Months,$15K
397,Emerging,NA,Internet Software & Services,2020-01-31,,Upgrade,Upgrade,Disqualified,,51,Yes,2019-12-02,60 Months,$8K
398,SMB,NA,Internet Software & Services,2020-01-31,,Upgrade,Upgrade,Closed Won,,201,Yes,2020-01-27,31 Months,$16K
399,SMB,NA,,2020-01-31,,Upgrade,Upgrade,Closed Won,,200,Yes,2020-01-23,7 Months,$1K
